2021-01-01;-0.6
2021-01-02;-0.8
2021-01-03;-0.6
2021-01-04;2.1
2021-01-05;-0.8
2021-01-06;-5.7
2021-01-07;0.6
2021-01-08;-1.5
2021-01-09;-1.4
2021-01-10;-0.3
2021-01-11;0.1
2021-01-12;3.3
2021-01-13;1.5
2021-01-14;-0.5
2021-01-15;-3.5
2021-01-16;-4.5
2021-01-17;-0.1
2021-01-18;3.6
2021-01-19;-0.8
2021-01-20;-1.4
2021-01-21;0.9
2021-01-22;-6.1
2021-01-23;-2.1
2021-01-24;0.7
2021-01-25;2.1
2021-01-26;-1.8
2021-01-27;0.4
2021-01-28;-0.1
2021-01-29;1.8
2021-01-30;-4.8
2021-01-31;1.1
2021-02-01;-6.1
2021-02-02;-10.0
2021-02-03;-2.9
2021-02-04;-3.9
2021-02-05;2.4
2021-02-06;1.7
2021-02-07;-4.8
2021-02-08;2.5
2021-02-09;-3.9
2021-02-10;-0.7
2021-02-11;-1.3
2021-02-12;0.2
2021-02-13;2.7
2021-02-14;2.2
2021-02-15;1.3
2021-02-16;2.4
2021-02-17;1.9
2021-02-18;-1.9
2021-02-19;-2.1
2021-02-20;-1.1
2021-02-21;2.4
2021-02-22;-0.2
2021-02-23;9.0
2021-02-24;-1.9
2021-02-25;-2.8
2021-02-26;3.9
2021-02-27;6.3
2021-02-28;3.2
2021-03-01;4.5
2021-03-02;6.7
2021-03-03;1.5
2021-03-04;-3.0
2021-03-05;0.3
2021-03-06;5.6
2021-03-07;-2.6
2021-03-08;2.7
2021-03-09;3.6
2021-03-10;1.8
2021-03-11;5.6
2021-03-12;5.3
2021-03-13;11.5
2021-03-14;5.7
2021-03-15;1.6
2021-03-16;1.9
2021-03-17;1.2
2021-03-18;7.6
2021-03-19;2.5
2021-03-20;4.4
2021-03-21;7.4
2021-03-22;2.5
2021-03-23;4.2
2021-03-24;-1.1
2021-03-25;1.8
2021-03-26;3.8
2021-03-27;7.4
2021-03-28;10.4
2021-03-29;6.3
2021-03-30;7.5
2021-03-31;7.4
2021-04-01;10.8
2021-04-02;10.3
2021-04-03;8.4
2021-04-04;4.1
2021-04-05;11.0
2021-04-06;9.4
2021-04-07;12.5
2021-04-08;8.4
2021-04-09;15.5
2021-04-10;7.6
2021-04-11;14.7
2021-04-12;9.7
2021-04-13;7.7
2021-04-14;5.8
2021-04-15;9.5
2021-04-16;15.2
2021-04-17;13.3
2021-04-18;13.1
2021-04-19;2.6
2021-04-20;13.6
2021-04-21;13.3
2021-04-22;9.6
2021-04-23;9.6
2021-04-24;12.0
2021-04-25;18.3
2021-04-26;8.8
2021-04-27;11.2
2021-04-28;17.7
2021-04-29;11.6
2021-04-30;12.1
2021-05-01;13.9
2021-05-02;9.4
2021-05-03;14.8
2021-05-04;10.0
2021-05-05;17.5
2021-05-06;14.7
2021-05-07;22.9
2021-05-08;16.1
2021-05-09;20.1
2021-05-10;11.0
2021-05-11;15.3
2021-05-12;17.1
2021-05-13;22.3
2021-05-14;10.5
2021-05-15;20.1
2021-05-16;18.9
2021-05-17;22.4
2021-05-18;19.7
2021-05-19;17.6
2021-05-20;15.8
2021-05-21;13.5
2021-05-22;18.7
2021-05-23;17.6
2021-05-24;25.5
2021-05-25;16.5
2021-05-26;19.9
2021-05-27;13.5
2021-05-28;17.8
2021-05-29;20.3
2021-05-30;22.4
2021-05-31;24.8
2021-06-01;19.8
2021-06-02;16.2
2021-06-03;21.9
2021-06-04;22.2
2021-06-05;22.3
2021-06-06;18.3
2021-06-07;24.9
2021-06-08;21.4
2021-06-09;23.7
2021-06-10;25.9
2021-06-11;23.7
2021-06-12;22.7
2021-06-13;29.4
2021-06-14;22.9
2021-06-15;21.1
2021-06-16;22.7
2021-06-17;27.6
2021-06-18;23.0
2021-06-19;24.5
2021-06-20;27.0
2021-06-21;21.1
2021-06-22;17.0
2021-06-23;24.2
2021-06-24;24.1
2021-06-25;21.3
2021-06-26;26.5
2021-06-27;25.7
2021-06-28;20.2
2021-06-29;25.6
2021-06-30;23.2
2021-07-01;18.8
2021-07-02;25.6
2021-07-03;24.0
2021-07-04;21.6
2021-07-05;26.1
2021-07-06;26.1
2021-07-07;22.4
2021-07-08;25.9
2021-07-09;28.1
2021-07-10;22.1
2021-07-11;26.0
2021-07-12;24.7
2021-07-13;32.7
2021-07-14;18.3
2021-07-15;27.3
2021-07-16;23.8
2021-07-17;24.5
2021-07-18;31.6
2021-07-19;24.9
2021-07-20;32.8
2021-07-21;23.4
2021-07-22;26.2
2021-07-23;23.3
2021-07-24;22.6
2021-07-25;25.2
2021-07-26;24.0
2021-07-27;25.7
2021-07-28;17.6
2021-07-29;32.0
2021-07-30;24.4
2021-07-31;31.0
2021-08-01;21.4
2021-08-02;25.9
2021-08-03;35.0
2021-08-04;21.7
2021-08-05;19.5
2021-08-06;22.8
2021-08-07;26.3
2021-08-08;27.0
2021-08-09;29.0
2021-08-10;23.6
2021-08-11;18.8
2021-08-12;22.8
2021-08-13;28.6
2021-08-14;25.8
2021-08-15;17.3
2021-08-16;23.9
2021-08-17;28.8
2021-08-18;31.3
2021-08-19;25.7
2021-08-20;24.7
2021-08-21;19.2
2021-08-22;20.5
2021-08-23;23.5
2021-08-24;25.0
2021-08-25;25.1
2021-08-26;21.3
2021-08-27;18.8
2021-08-28;20.0
2021-08-29;18.6
2021-08-30;24.7
2021-08-31;14.3
2021-09-01;21.0
2021-09-02;23.6
2021-09-03;27.3
2021-09-04;22.0
2021-09-05;25.1
2021-09-06;20.1
2021-09-07;18.7
2021-09-08;18.8
2021-09-09;26.4
2021-09-10;24.3
2021-09-11;22.4
2021-09-12;32.2
2021-09-13;20.2
2021-09-14;22.3
2021-09-15;21.1
2021-09-16;19.0
2021-09-17;27.7
2021-09-18;24.7
2021-09-19;14.4
2021-09-20;17.7
2021-09-21;20.4
2021-09-22;21.4
2021-09-23;13.8
2021-09-24;10.4
2021-09-25;11.5
2021-09-26;17.7
2021-09-27;17.4
2021-09-28;18.7
2021-09-29;14.6
2021-09-30;12.8
2021-10-01;9.8
2021-10-02;17.9
2021-10-03;17.8
2021-10-04;19.8
2021-10-05;18.8
2021-10-06;15.2
2021-10-07;20.4
2021-10-08;15.0
2021-10-09;12.9
2021-10-10;13.2
2021-10-11;12.7
2021-10-12;7.0
2021-10-13;14.9
2021-10-14;15.0
2021-10-15;12.6
2021-10-16;11.2
2021-10-17;14.8
2021-10-18;19.2
2021-10-19;13.1
2021-10-20;11.0
2021-10-21;10.5
2021-10-22;12.1
2021-10-23;7.7
2021-10-24;11.4
2021-10-25;11.9
2021-10-26;17.9
2021-10-27;14.5
2021-10-28;14.6
2021-10-29;8.3
2021-10-30;12.9
2021-10-31;6.3
2021-11-01;11.2
2021-11-02;11.3
2021-11-03;7.0
2021-11-04;16.4
2021-11-05;11.2
2021-11-06;2.3
2021-11-07;10.7
2021-11-08;7.1
2021-11-09;8.4
2021-11-10;9.8
2021-11-11;9.3
2021-11-12;0.6
2021-11-13;3.5
2021-11-14;10.0
2021-11-15;11.6
2021-11-16;13.5
2021-11-17;13.0
2021-11-18;-0.7
2021-11-19;9.0
2021-11-20;-0.6
2021-11-21;11.5
2021-11-22;6.6
2021-11-23;1.5
2021-11-24;12.3
2021-11-25;7.4
2021-11-26;-1.7
2021-11-27;5.8
2021-11-28;2.0
2021-11-29;4.7
2021-11-30;2.6
2021-12-01;8.8
2021-12-02;-1.2
2021-12-03;4.8
2021-12-04;9.8
2021-12-05;0.4
2021-12-06;3.9
2021-12-07;3.7
2021-12-08;0.4
2021-12-09;4.9
2021-12-10;2.9
2021-12-11;-0.9
2021-12-12;8.4
2021-12-13;4.8
2021-12-14;1.3
2021-12-15;-0.4
2021-12-16;-1.1
2021-12-17;5.8
2021-12-18;0.9
2021-12-19;2.9
2021-12-20;0.5
2021-12-21;3.2
2021-12-22;0.5
2021-12-23;3.5
2021-12-24;0.0
2021-12-25;3.5
2021-12-26;2.8
2021-12-27;-0.1
2021-12-28;-2.8
2021-12-29;-3.1
2021-12-30;-2.5
2021-12-31;-3.5
2022-01-01;2.9
2022-01-02;-0.3
2022-01-03;5.2
2022-01-04;7.6
2022-01-05;-0.3
2022-01-06;-5.9
2022-01-07;-1.9
2022-01-08;-0.8
2022-01-09;-5.8
2022-01-10;-1.6
2022-01-11;0.3
2022-01-12;-2.4
2022-01-13;-3.5
2022-01-14;-3.5
2022-01-15;5.4
2022-01-16;-1.5
2022-01-17;-3.8
2022-01-18;-2.3
2022-01-19;2.4
2022-01-20;-3.4
2022-01-21;0.7
2022-01-22;1.5
2022-01-23;1.6
2022-01-24;3.9
2022-01-25;-2.9
2022-01-26;3.0
2022-01-27;-3.7
2022-01-28;-2.3
2022-01-29;3.3
2022-01-30;2.0
2022-01-31;-0.9
2022-02-01;-5.0
2022-02-02;1.2
2022-02-03;-3.0
2022-02-04;-3.9
2022-02-05;-2.9
2022-02-06;0.3
2022-02-07;-8.0
2022-02-08;0.8
2022-02-09;0.2
2022-02-10;-2.4
2022-02-11;3.3
2022-02-12;1.9
2022-02-13;-2.3
2022-02-14;-2.4
2022-02-15;2.5
2022-02-16;-5.2
2022-02-17;-1.0
2022-02-18;-1.9
2022-02-19;0.6
2022-02-20;1.2
2022-02-21;0.7
2022-02-22;4.7
2022-02-23;1.6
2022-02-24;-0.2
2022-02-25;-3.2
2022-02-26;3.7
2022-02-27;3.2
2022-02-28;6.5
2022-03-01;-1.0
2022-03-02;1.8
2022-03-03;1.7
2022-03-04;1.7
2022-03-05;2.2
2022-03-06;-3.7
2022-03-07;5.3
2022-03-08;4.9
2022-03-09;6.7
2022-03-10;10.8
2022-03-11;2.0
2022-03-12;3.1
2022-03-13;3.4
2022-03-14;10.4
2022-03-15;-2.3
2022-03-16;5.6
2022-03-17;-1.1
2022-03-18;-4.8
2022-03-19;-2.6
2022-03-20;-0.2
2022-03-21;8.6
2022-03-22;2.0
2022-03-23;4.4
2022-03-24;1.3
2022-03-25;7.7
2022-03-26;1.9
2022-03-27;10.6
2022-03-28;2.7
2022-03-29;3.7
2022-03-30;7.0
2022-03-31;6.9
2022-04-01;12.0
2022-04-02;7.6
2022-04-03;3.2
2022-04-04;5.7
2022-04-05;5.8
2022-04-06;10.6
2022-04-07;9.6
2022-04-08;8.0
2022-04-09;11.7
2022-04-10;7.0
2022-04-11;8.6
2022-04-12;10.0
2022-04-13;14.9
2022-04-14;9.4
2022-04-15;8.8
2022-04-16;6.6
2022-04-17;12.8
2022-04-18;8.6
2022-04-19;12.1
2022-04-20;4.4
2022-04-21;15.0
2022-04-22;6.9
2022-04-23;9.1
2022-04-24;15.7
2022-04-25;7.6
2022-04-26;12.2
2022-04-27;12.9
2022-04-28;9.4
2022-04-29;17.8
2022-04-30;18.6
2022-05-01;6.7
2022-05-02;8.7
2022-05-03;16.8
2022-05-04;9.7
2022-05-05;13.1
2022-05-06;15.1
2022-05-07;17.3
2022-05-08;14.3
2022-05-09;15.7
2022-05-10;12.8
2022-05-11;20.3
2022-05-12;14.2
2022-05-13;17.4
2022-05-14;14.6
2022-05-15;17.0
2022-05-16;16.2
2022-05-17;16.4
2022-05-18;13.7
2022-05-19;20.2
2022-05-20;22.6
2022-05-21;18.7
2022-05-22;20.6
2022-05-23;21.2
2022-05-24;21.7
2022-05-25;19.7
2022-05-26;19.5
2022-05-27;22.0
2022-05-28;19.4
2022-05-29;16.0
2022-05-30;19.6
2022-05-31;13.1
2022-06-01;19.9
2022-06-02;21.5
2022-06-03;24.6
2022-06-04;21.0
2022-06-05;23.8
2022-06-06;20.8
2022-06-07;17.3
2022-06-08;16.2
2022-06-09;17.9
2022-06-10;16.6
2022-06-11;23.8
2022-06-12;21.0
2022-06-13;23.9
2022-06-14;22.3
2022-06-15;25.8
2022-06-16;26.0
2022-06-17;20.2
